,bins,freq
2,0.25050100200400804,0.1856360316494218
3,0.35070140280561124,0.1667681071211199
4,0.45090180360721444,0.11503347534996956
5,0.5511022044088176,0.1046865489957395
6,0.6513026052104209,0.0772976262933658
7,0.751503006012024,0.06877662811929397
8,0.8517034068136273,0.07486305538648813
9,0.9519038076152305,0.057212416311625075
10,1.0521042084168337,0.0426049908703591
11,1.152304609218437,0.03956177723676202
12,1.25250501002004,0.03164942178940962
13,1.3527054108216432,0.029214850882531954
14,1.4529058116232465,0.029214850882531954
15,1.5531062124248498,0.02799756542909312
16,1.653306613226453,0.027388922702373707
17,1.7535070140280562,0.021911138161898967
18,1.8537074148296595,0.03164942178940962
19,1.9539078156312626,0.02678027997565429
20,2.0541082164328657,0.020693852708460133
21,2.154308617234469,0.019476567255021303
22,2.254509018036072,0.018867924528301886
23,2.3547094188376754,0.024954351795496044
24,2.454909819639279,0.018867924528301886
25,2.5551102204408815,0.01704199634814364
26,2.655310621242485,0.013390139987827145
27,2.7555110220440886,0.024954351795496044
28,2.8557114228456912,0.01399878271454656
29,2.9559118236472948,0.01278149726110773
30,3.056112224448898,0.010955569080949483
31,3.156312625250501,0.01399878271454656
32,3.2565130260521045,0.010955569080949483
33,3.3567134268537075,0.012172854534388313
34,3.4569138276553106,0.013390139987827145
35,3.557114228456914,0.010346926354230066
36,3.657314629258517,0.009738283627510651
37,3.7575150300601203,0.00852099817407182
38,3.857715430861724,0.00852099817407182
39,3.957915831663327,0.009129640900791236
40,4.05811623246493,0.007912355447352405
41,4.158316633266534,0.005477784540474742
42,4.258517034068136,0.011564211807668898
43,4.35871743486974,0.009129640900791236
44,4.458917835671343,0.006695069993913573
45,4.559118236472946,0.00426049908703591
46,4.6593186372745485,0.0030432136335970784
47,4.759519038076153,0.006086427267194157
48,4.859719438877756,0.006086427267194157
49,4.959919839679358,0.007303712720632989
50,5.060120240480963,0.005477784540474742
51,5.160320641282565,0.007912355447352405
52,5.260521042084168,0.006695069993913573
53,5.360721442885772,0.006086427267194157
54,5.460921843687375,0.002434570906877663
55,5.561122244488978,0.004869141813755326
56,5.661322645290582,0.006086427267194157
57,5.761523046092185,0.004869141813755326
58,5.861723446893787,0.0030432136335970784
59,5.961923847695391,0.002434570906877663
60,6.062124248496994,0.002434570906877663
61,6.162324649298597,0.005477784540474742
62,6.2625250501002006,0.004869141813755326
